occupation,genre,movie title,rating
administrator,Thriller,"Assignment, The (1997)",5
administrator,Thriller,Boxing Helena (1993),5
administrator,Thriller,"Close Shave, A (1995)",5
administrator,War,Paradise Road (1997),5
administrator,War,Stalingrad (1993),5
administrator,War,Welcome To Sarajevo (1997),4.666666667
administrator,Western,"Wild Bunch, The (1969)",4.666666667
administrator,Western,"Magnificent Seven, The (1954)",4.583333333
administrator,Western,High Noon (1952),4.545454545
artist,Action,"Adventures of Robin Hood, The (1938)",5
artist,Action,Alien 3 (1992),5
artist,Action,Blues Brothers 2000 (1998),5
artist,Adventure,"Adventures of Pinocchio, The (1996)",5
artist,Adventure,"Adventures of Robin Hood, The (1938)",5
artist,Adventure,Evil Dead II (1987),5
artist,Animation,"Close Shave, A (1995)",5
artist,Animation,Ghost in the Shell (Kokaku kidotai) (1995),5
artist,Animation,"Wrong Trousers, The (1993)",5
artist,Children's,"Adventures of Pinocchio, The (1996)",5
artist,Children's,Matilda (1996),5
artist,Children's,Star Kid (1997),5
artist,Comedy,Bananas (1971),5
artist,Comedy,Billy Madison (1995),5
artist,Comedy,Blues Brothers 2000 (1998),5
artist,Crime,Gridlock'd (1997),5
artist,Crime,Touch of Evil (1958),5
artist,Crime,U Turn (1997),5
artist,Documentary,Anne Frank Remembered (1995),5
artist,Documentary,"Fast, Cheap & Out of Control (1997)",5
artist,Documentary,"Haunted World of Edward D. Wood Jr., The (1995)",5
artist,Drama,Bent (1997),5
artist,Drama,Bread and Chocolate (Pane e cioccolata) (1973),5
artist,Drama,Burnt By the Sun (1994),5
artist,Fantasy,Heavenly Creatures (1994),5
artist,Fantasy,Star Kid (1997),5
artist,Fantasy,E.T. the Extra-Terrestrial (1982),4.571428571
artist,Film-Noir,Sunset Blvd. (1950),5
artist,Film-Noir,Touch of Evil (1958),5
artist,Film-Noir,Blade Runner (1982),4.8
artist,Horror,Alien 3 (1992),5
artist,Horror,Body Snatchers (1993),5
artist,Horror,Evil Dead II (1987),5
artist,Musical,Blues Brothers 2000 (1998),5
artist,Musical,Top Hat (1935),5
artist,Musical,My Fair Lady (1964),4.333333333
artist,Mystery,Dial M for Murder (1954),5
artist,Mystery,U Turn (1997),5
artist,Mystery,"Thin Man, The (1934)",4.75
artist,Romance,Cyrano de Bergerac (1990),5
artist,Romance,Farewell My Concubine (1993),5
artist,Romance,Ninotchka (1939),5
artist,Sci-Fi,Alien 3 (1992),5
artist,Sci-Fi,Body Snatchers (1993),5
artist,Sci-Fi,Delicatessen (1991),5
artist,Thriller,"39 Steps, The (1935)",5
artist,Thriller,Alien 3 (1992),5
artist,Thriller,Body Snatchers (1993),5
artist,War,Bananas (1971),5
artist,War,Bent (1997),5
artist,War,"Deer Hunter, The (1978)",5
artist,Western,High Noon (1952),4.666666667
artist,Western,"Good, The Bad and The Ugly, The (1966)",4.5
artist,Western,"Magnificent Seven, The (1954)",4.5
doctor,Action,Alien (1979),5
doctor,Action,Braveheart (1995),5
doctor,Action,"Devil's Own, The (1997)",5
doctor,Adventure,"Empire Strikes Back, The (1980)",5
doctor,Adventure,"Great Escape, The (1963)",5
doctor,Adventure,Kull the Conqueror (1997),5
doctor,Animation,Cats Don't Dance (1997),5
doctor,Animation,Beauty and the Beast (1991),4
doctor,Animation,Cinderella (1950),4
doctor,Children's,Cats Don't Dance (1997),5
doctor,Children's,"Wizard of Oz, The (1939)",5
doctor,Children's,Willy Wonka and the Chocolate Factory (1971),4.333333333
doctor,Comedy,Annie Hall (1977),5
doctor,Comedy,Bringing Up Baby (1938),5
doctor,Comedy,Cinema Paradiso (1988),5
doctor,Crime,"Devil's Advocate, The (1997)",5
doctor,Crime,"Godfather: Part II, The (1974)",5
doctor,Crime,Kiss the Girls (1997),5
doctor,Documentary,Ayn Rand: A Sense of Life (1997),5
doctor,Documentary,Hoop Dreams (1994),4
doctor,Documentary,Looking for Richard (1996),4
doctor,Drama,Anna Karenina (1997),5
doctor,Drama,Braveheart (1995),5
doctor,Drama,Burnt By the Sun (1994),5
doctor,Fantasy,FairyTale: A True Story (1997),4
doctor,Fantasy,Dragonheart (1996),3
doctor,Fantasy,E.T. the Extra-Terrestrial (1982),3
doctor,Film-Noir,Blade Runner (1982),5
doctor,Film-Noir,"Grifters, The (1990)",4
doctor,Film-Noir,L.A. Confidential (1997),4
doctor,Horror,Alien (1979),5
doctor,Horror,"Devil's Advocate, The (1997)",5
doctor,Horror,I Know What You Did Last Summer (1997),5
doctor,Musical,Cats Don't Dance (1997),5
doctor,Musical,"Misérables, Les (1995)",5
doctor,Musical,"Wizard of Oz, The (1939)",5
doctor,Mystery,"Devil's Advocate, The (1997)",5
doctor,Mystery,I Know What You Did Last Summer (1997),5
doctor,Mystery,U Turn (1997),5
doctor,Romance,Anna Karenina (1997),5
doctor,Romance,Annie Hall (1977),5
doctor,Romance,Casablanca (1942),5
doctor,Sci-Fi,Alien (1979),5
doctor,Sci-Fi,Blade Runner (1982),5
doctor,Sci-Fi,Brazil (1985),5
doctor,Thriller,Alien (1979),5
doctor,Thriller,"Assignment, The (1997)",5
doctor,Thriller,"Devil's Advocate, The (1997)",5
doctor,War,Braveheart (1995),5
doctor,War,Casablanca (1942),5
doctor,War,"Devil's Own, The (1997)",5
doctor,Western,"Magnificent Seven, The (1954)",5
doctor,Western,Butch Cassidy and the Sundance Kid (1969),4
doctor,Western,Dances with Wolves (1990),4
educator,unknown,unknown,3
educator,Action,Steel (1997),5
educator,Action,"Perfect World, A (1993)",4.6
educator,Action,Star Wars (1977),4.52
educator,Adventure,Star Wars (1977),4.52
educator,Adventure,Lawrence of Arabia (1962),4.461538462
educator,Adventure,"Wizard of Oz, The (1939)",4.434782609
educator,Animation,Wallace & Gromit: The Best of Aardman Animation (1996),4.8
educator,Animation,Cats Don't Dance (1997),4.5
educator,Animation,"Wrong Trousers, The (1993)",4.5
educator,Children's,"Baby-Sitters Club, The (1995)",5
educator,Children's,Cats Don't Dance (1997),4.5
educator,Children's,"Wizard of Oz, The (1939)",4.434782609
educator,Comedy,Cemetery Man (Dellamorte Dellamore) (1994),5
educator,Comedy,Crooklyn (1994),5
educator,Comedy,Faithful (1996),5
educator,Crime,City of Industry (1997),5
educator,Crime,Incognito (1997),5
educator,Crime,Purple Noon (1960),5
educator,Documentary,"Great Day in Harlem, A (1994)",5
educator,Documentary,Marlene Dietrich: Shadow and Light (1996) ,5
educator,Documentary,Maya Lin: A Strong Clear Vision (1994),5
educator,Drama,Aparajito (1956),5
educator,Drama,Boy's Life 2 (1997),5
educator,Drama,Double Happiness (1994),5
educator,Fantasy,E.T. the Extra-Terrestrial (1982),4.111111111
educator,Fantasy,FairyTale: A True Story (1997),4
educator,Fantasy,Warriors of Virtue (1997),4
educator,Film-Noir,Crossfire (1947),4.5
educator,Film-Noir,M (1931),4.5
educator,Film-Noir,"Maltese Falcon, The (1941)",4.461538462
educator,Horror,Cemetery Man (Dellamorte Dellamore) (1994),5
educator,Horror,Young Frankenstein (1974),4.3
educator,Horror,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",4.166666667
educator,Musical,Madame Butterfly (1995),5
educator,Musical,Cats Don't Dance (1997),4.5
educator,Musical,Farinelli: il castrato (1994),4.5
educator,Mystery,Stalker (1979),5
educator,Mystery,Rear Window (1954),4.571428571
educator,Mystery,Gaslight (1944),4.5
educator,Romance,For the Moment (1994),5
educator,Romance,Go Fish (1994),5
educator,Romance,"Affair to Remember, An (1957)",4.833333333
educator,Sci-Fi,Stalker (1979),5
educator,Sci-Fi,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.571428571
educator,Sci-Fi,Star Wars (1977),4.52
educator,Thriller,City of Industry (1997),5
educator,Thriller,Incognito (1997),5
educator,Thriller,Purple Noon (1960),5
educator,War,For the Moment (1994),5
educator,War,Schindler's List (1993),4.6
educator,War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.571428571
educator,Western,"Good, The Bad and The Ugly, The (1966)",4.384615385
educator,Western,Butch Cassidy and the Sundance Kid (1969),4.206896552
educator,Western,Dances with Wolves (1990),4.153846154
engineer,unknown,unknown,3
engineer,Action,Maximum Risk (1996),5
engineer,Action,Raiders of the Lost Ark (1981),4.590909091
engineer,Action,Star Wars (1977),4.48
engineer,Adventure,Maximum Risk (1996),5
engineer,Adventure,Tom and Huck (1995),5
engineer,Adventure,Raiders of the Lost Ark (1981),4.590909091
engineer,Animation,"Wrong Trousers, The (1993)",4.642857143
engineer,Animation,Ghost in the Shell (Kokaku kidotai) (1995),4.5
engineer,Animation,Wallace & Gromit: The Best of Aardman Animation (1996),4.5
engineer,Children's,"Little Princess, A (1995)",5
engineer,Children's,Tom and Huck (1995),5
engineer,Children's,Black Beauty (1994),4.2
engineer,Comedy,Charade (1963),5
engineer,Comedy,Late Bloomers (1996),5
engineer,Comedy,Top Hat (1935),5
engineer,Crime,Hard Eight (1996),5
engineer,Crime,Laura (1944),5
engineer,Crime,"Usual Suspects, The (1995)",4.4
engineer,Documentary,Grateful Dead (1995),5
engineer,Documentary,Hoop Dreams (1994),4.153846154
engineer,Documentary,Crumb (1994),4
engineer,Drama,Harlem (1993),5
engineer,Drama,"Little Princess, A (1995)",5
engineer,Drama,"Quiet Room, The (1996)",5
engineer,Fantasy,FairyTale: A True Story (1997),4
engineer,Fantasy,Heavenly Creatures (1994),3.75
engineer,Fantasy,E.T. the Extra-Terrestrial (1982),3.628571429
engineer,Film-Noir,Laura (1944),5
engineer,Film-Noir,Chinatown (1974),4.461538462
engineer,Film-Noir,"Maltese Falcon, The (1941)",4.357142857
engineer,Horror,Halloween: The Curse of Michael Myers (1995),5
engineer,Horror,Young Frankenstein (1974),4.166666667
engineer,Horror,Alien (1979),4.0625
engineer,Musical,Selena (1997),5
engineer,Musical,Top Hat (1935),5
engineer,Musical,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",5
engineer,Mystery,Charade (1963),5
engineer,Mystery,Laura (1944),5
engineer,Mystery,Chinatown (1974),4.461538462
engineer,Romance,Charade (1963),5
engineer,Romance,Top Hat (1935),5
engineer,Romance,Rebecca (1940),4.666666667
engineer,Sci-Fi,Ghost in the Shell (Kokaku kidotai) (1995),4.5
engineer,Sci-Fi,Star Wars (1977),4.48
engineer,Sci-Fi,"Empire Strikes Back, The (1980)",4.457142857
engineer,Thriller,Charade (1963),5
engineer,Thriller,Halloween: The Curse of Michael Myers (1995),5
engineer,Thriller,Hard Eight (1996),5
engineer,War,Ran (1985),4.666666667
engineer,War,Casablanca (1942),4.6
engineer,War,Star Wars (1977),4.48
engineer,Western,"Magnificent Seven, The (1954)",4.2
engineer,Western,Geronimo: An American Legend (1993),4
engineer,Western,Unforgiven (1992),3.866666667
entertainment,unknown,unknown,4
entertainment,Action,Blown Away (1994),5
entertainment,Action,Diva (1981),5
entertainment,Action,Full Metal Jacket (1987),5
entertainment,Adventure,"City of Lost Children, The (1995)",4.666666667
entertainment,Adventure,"Empire Strikes Back, The (1980)",4.6
entertainment,Adventure,Star Trek: The Wrath of Khan (1982),4.6
entertainment,Animation,"Fox and the Hound, The (1981)",5
entertainment,Animation,Ghost in the Shell (Kokaku kidotai) (1995),5
entertainment,Animation,Pinocchio (1940),5
entertainment,Children's,"Fox and the Hound, The (1981)",5
entertainment,Children's,Pinocchio (1940),5
entertainment,Children's,Snow White and the Seven Dwarfs (1937),5
entertainment,Comedy,"Apartment, The (1960)",5
entertainment,Comedy,"Band Wagon, The (1953)",5
entertainment,Comedy,Blue in the Face (1995),5
entertainment,Crime,Hard Eight (1996),5
entertainment,Crime,Wild Things (1998),5
entertainment,Crime,"Usual Suspects, The (1995)",4.8
entertainment,Documentary,"Fast, Cheap & Out of Control (1997)",5
entertainment,Documentary,Koyaanisqatsi (1983),5
entertainment,Documentary,Crumb (1994),4.25
entertainment,Drama,Anna Karenina (1997),5
entertainment,Drama,"Apartment, The (1960)",5
entertainment,Drama,Carried Away (1996),5
entertainment,Fantasy,E.T. the Extra-Terrestrial (1982),3.6
entertainment,Fantasy,Jumanji (1995),3.5
entertainment,Fantasy,"Nutty Professor, The (1996)",3.5
entertainment,Film-Noir,Chinatown (1974),5
entertainment,Film-Noir,"Manchurian Candidate, The (1962)",5
entertainment,Film-Noir,Notorious (1946),5
entertainment,Horror,Candyman: Farewell to the Flesh (1995),5
entertainment,Horror,Alien (1979),4.5
entertainment,Horror,Bad Taste (1987),4.5
entertainment,Musical,"American in Paris, An (1951)",5
entertainment,Musical,"Band Wagon, The (1953)",5
entertainment,Musical,Snow White and the Seven Dwarfs (1937),5
entertainment,Mystery,Chinatown (1974),5
entertainment,Mystery,Diva (1981),5
entertainment,Mystery,Wild Things (1998),5
entertainment,Romance,"American in Paris, An (1951)",5
entertainment,Romance,Anna Karenina (1997),5
entertainment,Romance,Carried Away (1996),5
entertainment,Sci-Fi,"Clockwork Orange, A (1971)",5
entertainment,Sci-Fi,Forbidden Planet (1956),5
entertainment,Sci-Fi,Ghost in the Shell (Kokaku kidotai) (1995),5
entertainment,Thriller,Blown Away (1994),5
entertainment,Thriller,Chinatown (1974),5
entertainment,Thriller,Color of Night (1994),5
entertainment,War,Casablanca (1942),5
entertainment,War,Full Metal Jacket (1987),5
entertainment,War,Koyaanisqatsi (1983),5
entertainment,Western,Once Upon a Time in the West (1969),5
entertainment,Western,"Wild Bunch, The (1969)",5
entertainment,Western,Unforgiven (1992),4.25
executive,unknown,Good Morning (1971),1
executive,Action,Last Action Hero (1993),5
executive,Action,Tank Girl (1995),5
executive,Action,Star Trek: The Wrath of Khan (1982),4.75
executive,Adventure,For Whom the Bell Tolls (1943),5
executive,Adventure,Star Trek: The Wrath of Khan (1982),4.75
executive,Adventure,"Man Who Would Be King, The (1975)",4.666666667
executive,Animation,Dumbo (1941),5
executive,Animation,Winnie the Pooh and the Blustery Day (1968),5
executive,Animation,"Lion King, The (1994)",4.714285714
executive,Children's,Dumbo (1941),5
executive,Children's,"Secret Garden, The (1993)",5
executive,Children's,Winnie the Pooh and the Blustery Day (1968),5
executive,Comedy,A Chef in Love (1996),5
executive,Comedy,As Good As It Gets (1997),5
executive,Comedy,Don Juan DeMarco (1995),5
executive,Crime,Sneakers (1992),4.666666667
executive,Crime,"Big Lebowski, The (1998)",4.5
executive,Crime,Copycat (1995),4.5
executive,Documentary,Hoop Dreams (1994),4.666666667
executive,Documentary,Crumb (1994),4
executive,Documentary,When We Were Kings (1996),4
executive,Drama,Angel Baby (1995),5
executive,Drama,As Good As It Gets (1997),5
executive,Drama,Death and the Maiden (1994),5
executive,Fantasy,"20,000 Leagues Under the Sea (1954)",4
executive,Fantasy,"Indian in the Cupboard, The (1995)",4
executive,Fantasy,E.T. the Extra-Terrestrial (1982),3.75
executive,Film-Noir,"Manchurian Candidate, The (1962)",4.666666667
executive,Film-Noir,"Big Sleep, The (1946)",4.5
executive,Film-Noir,Notorious (1946),4.5
executive,Horror,"Omen, The (1976)",4.333333333
executive,Horror,Psycho (1960),4.222222222
executive,Horror,"Shining, The (1980)",4.2
executive,Musical,Dirty Dancing (1987),5
executive,Musical,Dumbo (1941),5
executive,Musical,"Misérables, Les (1995)",5
executive,Mystery,Rear Window (1954),5
executive,Mystery,2001: A Space Odyssey (1968),4.777777778
executive,Mystery,"Third Man, The (1949)",4.666666667
executive,Romance,Dirty Dancing (1987),5
executive,Romance,Don Juan DeMarco (1995),5
executive,Romance,Forget Paris (1995),5
executive,Sci-Fi,Tank Girl (1995),5
executive,Sci-Fi,2001: A Space Odyssey (1968),4.777777778
executive,Sci-Fi,Star Trek: The Wrath of Khan (1982),4.75
executive,Thriller,Death and the Maiden (1994),5
executive,Thriller,Rear Window (1954),5
executive,Thriller,Shallow Grave (1994),5
executive,War,For Whom the Bell Tolls (1943),5
executive,War,Casablanca (1942),4.666666667
executive,War,Full Metal Jacket (1987),4.6
executive,Western,Dances with Wolves (1990),4.25
executive,Western,Butch Cassidy and the Sundance Kid (1969),4.222222222
executive,Western,"Good, The Bad and The Ugly, The (1966)",4
healthcare,Action,Best Men (1997),5
healthcare,Action,"Ghost and the Darkness, The (1996)",5
healthcare,Action,Jaws 2 (1978),5
healthcare,Adventure,"Ghost and the Darkness, The (1996)",5
healthcare,Adventure,"Quest, The (1996)",5
healthcare,Adventure,"Adventures of Robin Hood, The (1938)",4.5
healthcare,Animation,Snow White and the Seven Dwarfs (1937),4.25
healthcare,Animation,Alice in Wonderland (1951),4
healthcare,Animation,Cinderella (1950),4
healthcare,Children's,Pollyanna (1960),4.333333333
healthcare,Children's,Snow White and the Seven Dwarfs (1937),4.25
healthcare,Children's,Alice in Wonderland (1951),4
healthcare,Comedy,Ace Ventura: Pet Detective (1994),5
healthcare,Comedy,Another Stakeout (1993),5
healthcare,Comedy,Best Men (1997),5
healthcare,Crime,Best Men (1997),5
healthcare,Crime,They Made Me a Criminal (1939),5
healthcare,Crime,"Godfather: Part II, The (1974)",4.5
healthcare,Documentary,Paradise Lost: The Child Murders at Robin Hood Hills (1996),5
healthcare,Documentary,"Celluloid Closet, The (1995)",3.666666667
healthcare,Documentary,Anne Frank Remembered (1995),3.5
healthcare,Drama,Angel Baby (1995),5
healthcare,Drama,Best Men (1997),5
healthcare,Drama,How to Make an American Quilt (1995),5
healthcare,Fantasy,E.T. the Extra-Terrestrial (1982),4
healthcare,Fantasy,Warriors of Virtue (1997),4
healthcare,Fantasy,Dragonheart (1996),3.6
healthcare,Film-Noir,Notorious (1946),5
healthcare,Film-Noir,Cape Fear (1962),4
healthcare,Film-Noir,Sunset Blvd. (1950),4
healthcare,Horror,Jaws 2 (1978),5
healthcare,Horror,"Body Snatcher, The (1945)",4.5
healthcare,Horror,Young Frankenstein (1974),4.25
healthcare,Musical,"American in Paris, An (1951)",4.5
healthcare,Musical,Snow White and the Seven Dwarfs (1937),4.25
healthcare,Musical,Alice in Wonderland (1951),4
healthcare,Mystery,Spellbound (1945),5
healthcare,Mystery,"Thin Man, The (1934)",4.5
healthcare,Mystery,Vertigo (1958),4.333333333
healthcare,Romance,How to Make an American Quilt (1995),5
healthcare,Romance,Notorious (1946),5
healthcare,Romance,Spellbound (1945),5
healthcare,Sci-Fi,"Day the Earth Stood Still, The (1951)",4.333333333
healthcare,Sci-Fi,Back to the Future (1985),4.2
healthcare,Sci-Fi,2001: A Space Odyssey (1968),4
healthcare,Thriller,"39 Steps, The (1935)",5
healthcare,Thriller,Another Stakeout (1993),5
healthcare,Thriller,"Fan, The (1996)",5
healthcare,War,Schindler's List (1993),4.4
healthcare,War,Gone with the Wind (1939),4.25
healthcare,War,Casablanca (1942),4.166666667
healthcare,Western,City Slickers II: The Legend of Curly's Gold (1994),5
healthcare,Western,Maverick (1994),4
healthcare,Western,Young Guns (1988),4
homemaker,Action,Braveheart (1995),5
homemaker,Action,Fallen (1998),5
homemaker,Action,Star Trek: First Contact (1996),5
homemaker,Adventure,Star Trek: First Contact (1996),5
homemaker,Adventure,Return of the Jedi (1983),4.5
homemaker,Adventure,Twister (1996),4.333333333
homemaker,Animation,Beauty and the Beast (1991),4
homemaker,Animation,Hercules (1997),4
homemaker,Animation,"Hunchback of Notre Dame, The (1996)",4
homemaker,Children's,Beauty and the Beast (1991),4
homemaker,Children's,Fly Away Home (1996),4
homemaker,Children's,Free Willy 3: The Rescue (1997),4
homemaker,Comedy,Everyone Says I Love You (1996),5
homemaker,Comedy,My Best Friend's Wedding (1997),5
homemaker,Comedy,Picture Perfect (1997),5
homemaker,Crime,Deceiver (1997),5
homemaker,Crime,Kiss the Girls (1997),4.5
homemaker,Crime,L.A. Confidential (1997),4.5
homemaker,Documentary,Ayn Rand: A Sense of Life (1997),4
homemaker,Documentary,Looking for Richard (1996),3
homemaker,Drama,Beautiful Girls (1996),5
homemaker,Drama,Braveheart (1995),5
homemaker,Drama,It's a Wonderful Life (1946),5
homemaker,Fantasy,E.T. the Extra-Terrestrial (1982),2
homemaker,Fantasy,Space Jam (1996),2
homemaker,Fantasy,Flubber (1997),1
homemaker,Film-Noir,L.A. Confidential (1997),4.5
homemaker,Film-Noir,Mulholland Falls (1996),3
homemaker,Film-Noir,Hoodlum (1997),1
homemaker,Horror,"Devil's Advocate, The (1997)",4
homemaker,Horror,Scream (1996),3.25
homemaker,Horror,Alien: Resurrection (1997),3
homemaker,Musical,Everyone Says I Love You (1996),5
homemaker,Musical,Beauty and the Beast (1991),4
homemaker,Musical,Evita (1996),4
homemaker,Mystery,Fallen (1998),5
homemaker,Mystery,"Game, The (1997)",4.75
homemaker,Mystery,L.A. Confidential (1997),4.5
homemaker,Romance,Everyone Says I Love You (1996),5
homemaker,Romance,In Love and War (1996),5
homemaker,Romance,Jane Eyre (1996),5
homemaker,Sci-Fi,Star Trek: First Contact (1996),5
homemaker,Sci-Fi,Return of the Jedi (1983),4.5
homemaker,Sci-Fi,Gattaca (1997),4
homemaker,Thriller,Fallen (1998),5
homemaker,Thriller,"Game, The (1997)",4.75
homemaker,Thriller,Apt Pupil (1998),4.5
homemaker,War,Braveheart (1995),5
homemaker,War,In Love and War (1996),5
homemaker,War,"Peacemaker, The (1997)",4.5
lawyer,Action,Army of Darkness (1993),5
lawyer,Action,"Crying Game, The (1992)",5
lawyer,Action,Deep Rising (1998),5
lawyer,Adventure,Army of Darkness (1993),5
lawyer,Adventure,For Whom the Bell Tolls (1943),5
lawyer,Adventure,GoldenEye (1995),5
lawyer,Animation,Anastasia (1997),5
lawyer,Animation,"Close Shave, A (1995)",5
lawyer,Animation,Ghost in the Shell (Kokaku kidotai) (1995),5
lawyer,Children's,Anastasia (1997),5
lawyer,Children's,George of the Jungle (1997),5
lawyer,Children's,"Little Princess, The (1939)",5
lawyer,Comedy,Army of Darkness (1993),5
lawyer,Comedy,Bob Roberts (1992),5
lawyer,Comedy,Charade (1963),5
lawyer,Crime,Bonnie and Clyde (1967),5
lawyer,Crime,Donnie Brasco (1997),5
lawyer,Crime,GoodFellas (1990),5
lawyer,Documentary,"Thin Blue Line, The (1988)",5
lawyer,Documentary,Year of the Horse (1997),5
lawyer,Documentary,Crumb (1994),4.5
lawyer,Drama,Apocalypse Now (1979),5
lawyer,Drama,Beautiful Thing (1996),5
lawyer,Drama,Bonnie and Clyde (1967),5
lawyer,Fantasy,"20,000 Leagues Under the Sea (1954)",4
lawyer,Fantasy,Flubber (1997),4
lawyer,Fantasy,Heavenly Creatures (1994),4
lawyer,Film-Noir,"Grifters, The (1990)",5
lawyer,Film-Noir,Laura (1944),5
lawyer,Film-Noir,M (1931),5
lawyer,Horror,Army of Darkness (1993),5
lawyer,Horror,Deep Rising (1998),5
lawyer,Horror,Interview with the Vampire (1994),5
lawyer,Musical,Anastasia (1997),5
lawyer,Musical,Mary Poppins (1964),5
lawyer,Musical,My Fair Lady (1964),5
lawyer,Mystery,Charade (1963),5
lawyer,Mystery,Laura (1944),5
lawyer,Mystery,"Maltese Falcon, The (1941)",5
lawyer,Romance,Beautiful Thing (1996),5
lawyer,Romance,Charade (1963),5
lawyer,Romance,"Crying Game, The (1992)",5
lawyer,Sci-Fi,Army of Darkness (1993),5
lawyer,Sci-Fi,"Clockwork Orange, A (1971)",5
lawyer,Sci-Fi,Deep Rising (1998),5
lawyer,Thriller,Charade (1963),5
lawyer,Thriller,"Close Shave, A (1995)",5
lawyer,Thriller,GoldenEye (1995),5
lawyer,War,Apocalypse Now (1979),5
lawyer,War,"Crying Game, The (1992)",5
lawyer,War,For Whom the Bell Tolls (1943),5
lawyer,Western,"Quick and the Dead, The (1995)",5
lawyer,Western,"Wild Bunch, The (1969)",5
lawyer,Western,High Noon (1952),4.5
librarian,Action,"Die xue shuang xiong (Killer, The) (1989)",5
librarian,Action,Judgment Night (1993),5
librarian,Action,Mad City (1997),5
librarian,Adventure,Black Beauty (1994),5
librarian,Adventure,White Squall (1996),5
librarian,Adventure,"Adventures of Robin Hood, The (1938)",4.5
librarian,Animation,Cats Don't Dance (1997),5
librarian,Animation,Anastasia (1997),4.5
librarian,Animation,"Close Shave, A (1995)",4.5
librarian,Children's,Black Beauty (1994),5
librarian,Children's,Cats Don't Dance (1997),5
librarian,Children's,Air Bud (1997),4.5
librarian,Comedy,Cabin Boy (1994),5
librarian,Comedy,"Great Dictator, The (1940)",5
librarian,Comedy,In the Bleak Midwinter (1995),5
librarian,Crime,"Letter From Death Row, A (1998)",5
librarian,Crime,M (1931),5
librarian,Crime,"Big Lebowski, The (1998)",4.428571429
librarian,Documentary,"Haunted World of Edward D. Wood Jr., The (1995)",5
librarian,Documentary,Maya Lin: A Strong Clear Vision (1994),5
librarian,Documentary,Thirty-Two Short Films About Glenn Gould (1993),4.5
librarian,Drama,Anna (1996),5
librarian,Drama,Aparajito (1956),5
librarian,Drama,Fearless (1993),5
librarian,Fantasy,E.T. the Extra-Terrestrial (1982),4.071428571
librarian,Fantasy,"20,000 Leagues Under the Sea (1954)",4
librarian,Fantasy,Heavenly Creatures (1994),3.833333333
librarian,Film-Noir,M (1931),5
librarian,Film-Noir,Palmetto (1998),4.5
librarian,Film-Noir,Sunset Blvd. (1950),4.5
librarian,Horror,Alien (1979),4.25
librarian,Horror,Psycho (1960),4.083333333
librarian,Horror,Army of Darkness (1993),4
librarian,Musical,Cats Don't Dance (1997),5
librarian,Musical,Anastasia (1997),4.5
librarian,Musical,"Wizard of Oz, The (1939)",4.153846154
librarian,Mystery,"Daytrippers, The (1996)",5
librarian,Mystery,"Third Man, The (1949)",4.666666667
librarian,Mystery,Lone Star (1996),4.5625
